"","strain","cond","time","mean_mumax","sd_mumax","rsq_mean","mean_lag","sd_lag","well","rsq_x","row","column","media","edge","rep","y0","y0_lm","mumax","lag"
"16","kb","H",10,0.243244885149189,0.00495187733200431,0.993224725203322,25.0834414879805,0.952144459002526,"B7",0.995370312726916,"B",7,"succ",0,"b",0.018,4.48379742404508e-05,0.243919461753773,24.5780782480436
"17","kb","H",10,0.243244885149189,0.00495187733200431,0.993224725203322,25.0834414879805,0.952144459002526,"C4",0.997296407990778,"C",4,"succ",0,"c",0.017,3.18687977315222e-05,0.238035315908729,26.3798722281725
"18","kb","H",10,0.243244885149189,0.00495187733200431,0.993224725203322,25.0834414879805,0.952144459002526,"C7",0.994551084029224,"C",7,"succ",0,"c",0.015,2.56238191816326e-05,0.245700874437005,25.9351259494116
"19","kb","H",15,0.247233003677813,0.00704779054124405,0.995729618188281,25.390344552528,0.329368831880278,"A4",0.994922283705382,"A",4,"succ",1,"a",0.022,5.45718510403575e-05,0.237058090811585,25.3072127203209
"20","kb","H",15,0.247233003677813,0.00704779054124405,0.995729618188281,25.390344552528,0.329368831880278,"A7",0.997726458905981,"A",7,"succ",1,"a",0.021,4.26323247649638e-05,0.241146695233672,25.7091018720544
"21","kb","H",15,0.247233003677813,0.00704779054124405,0.995729618188281,25.390344552528,0.329368831880278,"B4",0.992948969247037,"B",4,"succ",0,"b",0.02,4.12600135948453e-05,0.246912927414414,25.0436207619965
"22","kb","H",15,0.247233003677813,0.00704779054124405,0.995729618188281,25.390344552528,0.329368831880278,"B7",0.995091884475659,"B",7,"succ",0,"b",0.015,2.55969613320382e-05,0.255189593619448,24.9748892312416
"23","kb","H",15,0.247233003677813,0.00704779054124405,0.995729618188281,25.390344552528,0.329368831880278,"C4",0.996126697397052,"C",4,"succ",0,"c",0.016,2.62369091884408e-05,0.249650338751217,25.6886366196738
"24","kb","H",15,0.247233003677813,0.00704779054124405,0.995729618188281,25.390344552528,0.329368831880278,"C7",0.997561415398578,"C",7,"succ",0,"c",0.014,2.12004718276881e-05,0.253440376236543,25.6186061098811
"25","kb","H",20,0.207471466673115,0.0125457700428843,0.990882507474777,21.8288862967785,0.703564778733956,"A4",0.990563215913242,"A",4,"succ",1,"a",0.026,0.000497509043704253,0.189998957723264,20.8224199210214
"26","kb","H",20,0.207471466673115,0.0125457700428843,0.990882507474777,21.8288862967785,0.703564778733956,"A7",0.99711192764294,"A",7,"succ",1,"a",0.027,0.0002373312601787,0.209338979123545,22.6146858903374
"27","kb","H",20,0.207471466673115,0.0125457700428843,0.990882507474777,21.8288862967785,0.703564778733956,"B4",0.97727138838804,"B",4,"succ",0,"b",0.026,0.000409044904947548,0.195463096882001,21.2419988282814
"28","kb","H",20,0.207471466673115,0.0125457700428843,0.990882507474777,21.8288862967785,0.703564778733956,"B7",0.996698018412555,"B",7,"succ",0,"b",0.022,0.000200302527337996,0.212694221482935,22.0926024187354
"29","kb","H",20,0.207471466673115,0.0125457700428843,0.990882507474777,21.8288862967785,0.703564778733956,"C4",0.986425194979423,"C",4,"succ",0,"c",0.022,0.000143291053284506,0.223961000591675,22.4767697037482
"30","kb","H",20,0.207471466673115,0.0125457700428843,0.990882507474777,21.8288862967785,0.703564778733956,"C7",0.997225299512464,"C",7,"succ",0,"c",0.018,0.00017462528255519,0.213372544235269,21.724841018547
"31","kb","L",0,0.24307137121038,0.00527168062620539,0.993036729882102,4.48824386556901,1.12390562732239,"A2",0.993851128275501,"A",2,"succ",1,"a",0.014,0.00629762394856896,0.246650838679533,3.23893047619383
