"","well","plate","row","column","media","edge","strain","starve","rep","time_hr","OD","OD_b"
"1","A1",1,"A",1,"succ",2,"blank","blank","blank",0.2425,0.091,0.015
"2","A1",1,"A",1,"succ",2,"blank","blank","blank",0.4925,0.095,0.019
"3","A1",1,"A",1,"succ",2,"blank","blank","blank",0.7425,0.098,0.022
"4","A1",1,"A",1,"succ",2,"blank","blank","blank",0.9925,0.101,0.025
"5","A1",1,"A",1,"succ",2,"blank","blank","blank",1.2425,0.106,0.03
"6","A1",1,"A",1,"succ",2,"blank","blank","blank",1.4925,0.107,0.031
"7","A1",1,"A",1,"succ",2,"blank","blank","blank",1.7425,0.109,0.033
"8","A1",1,"A",1,"succ",2,"blank","blank","blank",1.9925,0.109,0.033
"9","A1",1,"A",1,"succ",2,"blank","blank","blank",2.2425,0.105,0.029
"10","A1",1,"A",1,"succ",2,"blank","blank","blank",2.4925,0.102,0.026
"11","A1",1,"A",1,"succ",2,"blank","blank","blank",2.7425,0.101,0.025
"12","A1",1,"A",1,"succ",2,"blank","blank","blank",2.9925,0.1,0.024
"13","A1",1,"A",1,"succ",2,"blank","blank","blank",3.2425,0.1,0.024
"14","A1",1,"A",1,"succ",2,"blank","blank","blank",3.4925,0.1,0.024
"15","A1",1,"A",1,"succ",2,"blank","blank","blank",3.7425,0.1,0.024
"16","A1",1,"A",1,"succ",2,"blank","blank","blank",3.9925,0.101,0.025
"17","A1",1,"A",1,"succ",2,"blank","blank","blank",4.2425,0.101,0.025
"18","A1",1,"A",1,"succ",2,"blank","blank","blank",4.4925,0.102,0.026
"19","A1",1,"A",1,"succ",2,"blank","blank","blank",4.7425,0.102,0.026
"20","A1",1,"A",1,"succ",2,"blank","blank","blank",4.9925,0.102,0.026
"21","A1",1,"A",1,"succ",2,"blank","blank","blank",5.2425,0.103,0.027
"22","A1",1,"A",1,"succ",2,"blank","blank","blank",5.4925,0.104,0.028
"23","A1",1,"A",1,"succ",2,"blank","blank","blank",5.7425,0.104,0.028
"24","A1",1,"A",1,"succ",2,"blank","blank","blank",5.9925,0.103,0.027
"25","A1",1,"A",1,"succ",2,"blank","blank","blank",6.2425,0.104,0.028
"26","A1",1,"A",1,"succ",2,"blank","blank","blank",6.4925,0.105,0.029
"27","A1",1,"A",1,"succ",2,"blank","blank","blank",6.7425,0.105,0.029
"28","A1",1,"A",1,"succ",2,"blank","blank","blank",6.9925,0.106,0.03
"29","A1",1,"A",1,"succ",2,"blank","blank","blank",7.2425,0.107,0.031
"30","A1",1,"A",1,"succ",2,"blank","blank","blank",7.4925,0.108,0.032
"31","A1",1,"A",1,"succ",2,"blank","blank","blank",7.7425,0.109,0.033
"32","A1",1,"A",1,"succ",2,"blank","blank","blank",7.9925,0.111,0.035
"33","A1",1,"A",1,"succ",2,"blank","blank","blank",8.2425,0.113,0.037
"34","A1",1,"A",1,"succ",2,"blank","blank","blank",8.4925,0.115,0.039
"35","A1",1,"A",1,"succ",2,"blank","blank","blank",8.7425,0.118,0.042
"36","A1",1,"A",1,"succ",2,"blank","blank","blank",8.9925,0.12,0.044
"37","A1",1,"A",1,"succ",2,"blank","blank","blank",9.2425,0.123,0.047
"38","A1",1,"A",1,"succ",2,"blank","blank","blank",9.4925,0.127,0.051
"39","A1",1,"A",1,"succ",2,"blank","blank","blank",9.7425,0.131,0.055
"40","A1",1,"A",1,"succ",2,"blank","blank","blank",9.9925,0.135,0.059
"41","A1",1,"A",1,"succ",2,"blank","blank","blank",10.2425,0.14,0.064
"42","A1",1,"A",1,"succ",2,"blank","blank","blank",10.4925,0.145,0.069
"43","A1",1,"A",1,"succ",2,"blank","blank","blank",10.7425,0.15,0.074
"44","A1",1,"A",1,"succ",2,"blank","blank","blank",10.9925,0.155,0.079
"45","A1",1,"A",1,"succ",2,"blank","blank","blank",11.2425,0.161,0.085
"46","A1",1,"A",1,"succ",2,"blank","blank","blank",11.4925,0.168,0.092
"47","A1",1,"A",1,"succ",2,"blank","blank","blank",11.7425,0.175,0.099
"48","A1",1,"A",1,"succ",2,"blank","blank","blank",11.9925,0.182,0.106
"49","A1",1,"A",1,"succ",2,"blank","blank","blank",12.2425,0.189,0.113
"50","A1",1,"A",1,"succ",2,"blank","blank","blank",12.4925,0.198,0.122
"51","A1",1,"A",1,"succ",2,"blank","blank","blank",12.7425,0.209,0.133
"52","A1",1,"A",1,"succ",2,"blank","blank","blank",12.9925,0.215,0.139
"53","A1",1,"A",1,"succ",2,"blank","blank","blank",13.2425,0.226,0.15
"54","A1",1,"A",1,"succ",2,"blank","blank","blank",13.4925,0.236,0.16
"55","A1",1,"A",1,"succ",2,"blank","blank","blank",13.7425,0.249,0.173
"56","A1",1,"A",1,"succ",2,"blank","blank","blank",13.9925,0.26,0.184
"57","A1",1,"A",1,"succ",2,"blank","blank","blank",14.2425,0.276,0.2
"58","A1",1,"A",1,"succ",2,"blank","blank","blank",14.4925,0.291,0.215
"59","A1",1,"A",1,"succ",2,"blank","blank","blank",14.7425,0.303,0.227
"60","A1",1,"A",1,"succ",2,"blank","blank","blank",14.9925,0.319,0.243
"61","A1",1,"A",1,"succ",2,"blank","blank","blank",15.2425,0.335,0.259
"62","A1",1,"A",1,"succ",2,"blank","blank","blank",15.4925,0.358,0.282
"63","A1",1,"A",1,"succ",2,"blank","blank","blank",15.7425,0.386,0.31
"64","A1",1,"A",1,"succ",2,"blank","blank","blank",15.9925,0.412,0.336
"65","A1",1,"A",1,"succ",2,"blank","blank","blank",16.2425,0.431,0.355
"66","A1",1,"A",1,"succ",2,"blank","blank","blank",16.4925,0.45,0.374
"67","A1",1,"A",1,"succ",2,"blank","blank","blank",16.7425,0.478,0.402
"68","A1",1,"A",1,"succ",2,"blank","blank","blank",16.9925,0.477,0.401
"69","A1",1,"A",1,"succ",2,"blank","blank","blank",17.2425,0.47,0.394
"70","A1",1,"A",1,"succ",2,"blank","blank","blank",17.4925,0.464,0.388
"71","A1",1,"A",1,"succ",2,"blank","blank","blank",17.7425,0.459,0.383
"72","A1",1,"A",1,"succ",2,"blank","blank","blank",17.9925,0.454,0.378
"73","A1",1,"A",1,"succ",2,"blank","blank","blank",18.2425,0.451,0.375
"74","A1",1,"A",1,"succ",2,"blank","blank","blank",18.4925,0.447,0.371
"75","A1",1,"A",1,"succ",2,"blank","blank","blank",18.7425,0.445,0.369
"76","A1",1,"A",1,"succ",2,"blank","blank","blank",18.9925,0.443,0.367
"77","A1",1,"A",1,"succ",2,"blank","blank","blank",19.2425,0.441,0.365
"78","A1",1,"A",1,"succ",2,"blank","blank","blank",19.4925,0.438,0.362
"79","A1",1,"A",1,"succ",2,"blank","blank","blank",19.7425,0.436,0.36
"80","A1",1,"A",1,"succ",2,"blank","blank","blank",19.9925,0.434,0.358
"81","A1",1,"A",1,"succ",2,"blank","blank","blank",20.2425,0.433,0.357
"82","A1",1,"A",1,"succ",2,"blank","blank","blank",20.4925,0.431,0.355
"83","A1",1,"A",1,"succ",2,"blank","blank","blank",20.7425,0.429,0.353
"84","A1",1,"A",1,"succ",2,"blank","blank","blank",20.9925,0.428,0.352
"85","A1",1,"A",1,"succ",2,"blank","blank","blank",21.2425,0.427,0.351
"86","A1",1,"A",1,"succ",2,"blank","blank","blank",21.4925,0.425,0.349
"87","A1",1,"A",1,"succ",2,"blank","blank","blank",21.7425,0.424,0.348
"88","A1",1,"A",1,"succ",2,"blank","blank","blank",21.9925,0.423,0.347
"89","A1",1,"A",1,"succ",2,"blank","blank","blank",22.2425,0.422,0.346
"90","A1",1,"A",1,"succ",2,"blank","blank","blank",22.4925,0.42,0.344
"91","A1",1,"A",1,"succ",2,"blank","blank","blank",22.7425,0.419,0.343
"92","A1",1,"A",1,"succ",2,"blank","blank","blank",22.9925,0.418,0.342
"93","A1",1,"A",1,"succ",2,"blank","blank","blank",23.2425,0.417,0.341
"94","A1",1,"A",1,"succ",2,"blank","blank","blank",23.4925,0.416,0.34
"95","A1",1,"A",1,"succ",2,"blank","blank","blank",23.7425,0.415,0.339
"96","A1",1,"A",1,"succ",2,"blank","blank","blank",23.9925,0.414,0.338
"97","A1",1,"A",1,"succ",2,"blank","blank","blank",24.2425,0.413,0.337
"98","A1",1,"A",1,"succ",2,"blank","blank","blank",24.4925,0.412,0.336
"99","A1",1,"A",1,"succ",2,"blank","blank","blank",24.7425,0.411,0.335
"100","A1",1,"A",1,"succ",2,"blank","blank","blank",24.9925,0.411,0.335
"101","A1",1,"A",1,"succ",2,"blank","blank","blank",25.2425,0.41,0.334
"102","A1",1,"A",1,"succ",2,"blank","blank","blank",25.4925,0.409,0.333
"103","A1",1,"A",1,"succ",2,"blank","blank","blank",25.7425,0.409,0.333
"104","A1",1,"A",1,"succ",2,"blank","blank","blank",25.9925,0.407,0.331
"105","A1",1,"A",1,"succ",2,"blank","blank","blank",26.2425,0.407,0.331
"106","A1",1,"A",1,"succ",2,"blank","blank","blank",26.4925,0.406,0.33
"107","A1",1,"A",1,"succ",2,"blank","blank","blank",26.7425,0.406,0.33
"108","A1",1,"A",1,"succ",2,"blank","blank","blank",26.9925,0.405,0.329
"109","A1",1,"A",1,"succ",2,"blank","blank","blank",27.2425,0.405,0.329
"110","A1",1,"A",1,"succ",2,"blank","blank","blank",27.4925,0.404,0.328
"111","A1",1,"A",1,"succ",2,"blank","blank","blank",27.7425,0.403,0.327
"112","A1",1,"A",1,"succ",2,"blank","blank","blank",27.9925,0.403,0.327
"113","A1",1,"A",1,"succ",2,"blank","blank","blank",28.2425,0.402,0.326
"114","A1",1,"A",1,"succ",2,"blank","blank","blank",28.4925,0.402,0.326
"115","A1",1,"A",1,"succ",2,"blank","blank","blank",28.7425,0.402,0.326
"116","A1",1,"A",1,"succ",2,"blank","blank","blank",28.9925,0.401,0.325
"117","A1",1,"A",1,"succ",2,"blank","blank","blank",29.2425,0.4,0.324
"118","A1",1,"A",1,"succ",2,"blank","blank","blank",29.4925,0.4,0.324
"119","A1",1,"A",1,"succ",2,"blank","blank","blank",29.7425,0.4,0.324
"120","A1",1,"A",1,"succ",2,"blank","blank","blank",29.9925,0.399,0.323
"121","A1",1,"A",1,"succ",2,"blank","blank","blank",30.2425,0.399,0.323
"122","A1",1,"A",1,"succ",2,"blank","blank","blank",30.4925,0.398,0.322
"123","A1",1,"A",1,"succ",2,"blank","blank","blank",30.7425,0.398,0.322
"124","A1",1,"A",1,"succ",2,"blank","blank","blank",30.9925,0.397,0.321
"125","A1",1,"A",1,"succ",2,"blank","blank","blank",31.2425,0.397,0.321
"126","A1",1,"A",1,"succ",2,"blank","blank","blank",31.4925,0.396,0.32
"127","A1",1,"A",1,"succ",2,"blank","blank","blank",31.7425,0.396,0.32
"128","A1",1,"A",1,"succ",2,"blank","blank","blank",31.9925,0.396,0.32
"129","A1",1,"A",1,"succ",2,"blank","blank","blank",32.2425,0.395,0.319
"130","A1",1,"A",1,"succ",2,"blank","blank","blank",32.4925,0.395,0.319
"131","A1",1,"A",1,"succ",2,"blank","blank","blank",32.7425,0.395,0.319
"132","A1",1,"A",1,"succ",2,"blank","blank","blank",32.9925,0.394,0.318
"133","A1",1,"A",1,"succ",2,"blank","blank","blank",33.2425,0.394,0.318
"134","A1",1,"A",1,"succ",2,"blank","blank","blank",33.4925,0.394,0.318
"135","A1",1,"A",1,"succ",2,"blank","blank","blank",33.7425,0.394,0.318
"136","A1",1,"A",1,"succ",2,"blank","blank","blank",33.9925,0.393,0.317
"137","A1",1,"A",1,"succ",2,"blank","blank","blank",34.2425,0.393,0.317
"138","A1",1,"A",1,"succ",2,"blank","blank","blank",34.4925,0.393,0.317
"139","A1",1,"A",1,"succ",2,"blank","blank","blank",34.7425,0.392,0.316
"140","A1",1,"A",1,"succ",2,"blank","blank","blank",34.9925,0.392,0.316
"141","A1",1,"A",1,"succ",2,"blank","blank","blank",35.2425,0.392,0.316
"142","A1",1,"A",1,"succ",2,"blank","blank","blank",35.4925,0.392,0.316
"143","A1",1,"A",1,"succ",2,"blank","blank","blank",35.7425,0.391,0.315
"144","A1",1,"A",1,"succ",2,"blank","blank","blank",35.9925,0.391,0.315
"145","A1",1,"A",1,"succ",2,"blank","blank","blank",36.2425,0.391,0.315
"146","A1",1,"A",1,"succ",2,"blank","blank","blank",36.4925,0.391,0.315
"147","A1",1,"A",1,"succ",2,"blank","blank","blank",36.7425,0.39,0.314
"148","A1",1,"A",1,"succ",2,"blank","blank","blank",36.9925,0.389,0.313
"149","A1",1,"A",1,"succ",2,"blank","blank","blank",37.2425,0.389,0.313
"150","A1",1,"A",1,"succ",2,"blank","blank","blank",37.4925,0.389,0.313
"151","A1",1,"A",1,"succ",2,"blank","blank","blank",37.7425,0.389,0.313
"152","A1",1,"A",1,"succ",2,"blank","blank","blank",37.9925,0.388,0.312
"153","A1",1,"A",1,"succ",2,"blank","blank","blank",38.2425,0.388,0.312
"154","A1",1,"A",1,"succ",2,"blank","blank","blank",38.4925,0.388,0.312
"155","A1",1,"A",1,"succ",2,"blank","blank","blank",38.7425,0.388,0.312
"156","A1",1,"A",1,"succ",2,"blank","blank","blank",38.9925,0.387,0.311
"157","A1",1,"A",1,"succ",2,"blank","blank","blank",39.2425,0.387,0.311
"158","A1",1,"A",1,"succ",2,"blank","blank","blank",39.4925,0.387,0.311
"159","A1",1,"A",1,"succ",2,"blank","blank","blank",39.7425,0.386,0.31
"160","A1",1,"A",1,"succ",2,"blank","blank","blank",39.9925,0.386,0.31
"161","A1",1,"A",1,"succ",2,"blank","blank","blank",40.2425,0.386,0.31
"162","A1",1,"A",1,"succ",2,"blank","blank","blank",40.4925,0.386,0.31
"163","A1",1,"A",1,"succ",2,"blank","blank","blank",40.7425,0.385,0.309
"164","A1",1,"A",1,"succ",2,"blank","blank","blank",40.9925,0.385,0.309
"165","A1",1,"A",1,"succ",2,"blank","blank","blank",41.2425,0.385,0.309
"166","A1",1,"A",1,"succ",2,"blank","blank","blank",41.4925,0.385,0.309
"167","A1",1,"A",1,"succ",2,"blank","blank","blank",41.7425,0.385,0.309
"168","A1",1,"A",1,"succ",2,"blank","blank","blank",41.9925,0.384,0.308
"169","A1",1,"A",1,"succ",2,"blank","blank","blank",42.2425,0.384,0.308
"170","A1",1,"A",1,"succ",2,"blank","blank","blank",42.4925,0.384,0.308
"171","A1",1,"A",1,"succ",2,"blank","blank","blank",42.7425,0.384,0.308
"172","A1",1,"A",1,"succ",2,"blank","blank","blank",42.9925,0.383,0.307
"173","A1",1,"A",1,"succ",2,"blank","blank","blank",43.2425,0.383,0.307
"174","A1",1,"A",1,"succ",2,"blank","blank","blank",43.4925,0.383,0.307
"175","A1",1,"A",1,"succ",2,"blank","blank","blank",43.7425,0.383,0.307
"176","A2",1,"A",2,"succ",1,"kb","0","a",0.2425,0.096,0.02
"177","A2",1,"A",2,"succ",1,"kb","0","a",0.4925,0.1,0.024
"178","A2",1,"A",2,"succ",1,"kb","0","a",0.7425,0.103,0.027
"179","A2",1,"A",2,"succ",1,"kb","0","a",0.9925,0.108,0.032
"180","A2",1,"A",2,"succ",1,"kb","0","a",1.2425,0.11,0.034
"181","A2",1,"A",2,"succ",1,"kb","0","a",1.4925,0.108,0.032
"182","A2",1,"A",2,"succ",1,"kb","0","a",1.7425,0.107,0.031
"183","A2",1,"A",2,"succ",1,"kb","0","a",1.9925,0.105,0.029
"184","A2",1,"A",2,"succ",1,"kb","0","a",2.2425,0.105,0.029
"185","A2",1,"A",2,"succ",1,"kb","0","a",2.4925,0.105,0.029
"186","A2",1,"A",2,"succ",1,"kb","0","a",2.7425,0.104,0.028
"187","A2",1,"A",2,"succ",1,"kb","0","a",2.9925,0.103,0.027
"188","A2",1,"A",2,"succ",1,"kb","0","a",3.2425,0.105,0.029
"189","A2",1,"A",2,"succ",1,"kb","0","a",3.4925,0.104,0.028
"190","A2",1,"A",2,"succ",1,"kb","0","a",3.7425,0.103,0.027
"191","A2",1,"A",2,"succ",1,"kb","0","a",3.9925,0.104,0.028
"192","A2",1,"A",2,"succ",1,"kb","0","a",4.2425,0.105,0.029
"193","A2",1,"A",2,"succ",1,"kb","0","a",4.4925,0.105,0.029
"194","A2",1,"A",2,"succ",1,"kb","0","a",4.7425,0.106,0.03
"195","A2",1,"A",2,"succ",1,"kb","0","a",4.9925,0.107,0.031
"196","A2",1,"A",2,"succ",1,"kb","0","a",5.2425,0.104,0.028
"197","A2",1,"A",2,"succ",1,"kb","0","a",5.4925,0.105,0.029
"198","A2",1,"A",2,"succ",1,"kb","0","a",5.7425,0.106,0.03
"199","A2",1,"A",2,"succ",1,"kb","0","a",5.9925,0.106,0.03
"200","A2",1,"A",2,"succ",1,"kb","0","a",6.2425,0.106,0.03
"201","A2",1,"A",2,"succ",1,"kb","0","a",6.4925,0.106,0.03
"202","A2",1,"A",2,"succ",1,"kb","0","a",6.7425,0.107,0.031
"203","A2",1,"A",2,"succ",1,"kb","0","a",6.9925,0.107,0.031
"204","A2",1,"A",2,"succ",1,"kb","0","a",7.2425,0.108,0.032
"205","A2",1,"A",2,"succ",1,"kb","0","a",7.4925,0.11,0.034
"206","A2",1,"A",2,"succ",1,"kb","0","a",7.7425,0.111,0.035
"207","A2",1,"A",2,"succ",1,"kb","0","a",7.9925,0.113,0.037
"208","A2",1,"A",2,"succ",1,"kb","0","a",8.2425,0.115,0.039
"209","A2",1,"A",2,"succ",1,"kb","0","a",8.4925,0.117,0.041
"210","A2",1,"A",2,"succ",1,"kb","0","a",8.7425,0.119,0.043
"211","A2",1,"A",2,"succ",1,"kb","0","a",8.9925,0.122,0.046
"212","A2",1,"A",2,"succ",1,"kb","0","a",9.2425,0.125,0.049
"213","A2",1,"A",2,"succ",1,"kb","0","a",9.4925,0.128,0.052
"214","A2",1,"A",2,"succ",1,"kb","0","a",9.7425,0.132,0.056
"215","A2",1,"A",2,"succ",1,"kb","0","a",9.9925,0.136,0.06
"216","A2",1,"A",2,"succ",1,"kb","0","a",10.2425,0.14,0.064
"217","A2",1,"A",2,"succ",1,"kb","0","a",10.4925,0.144,0.068
"218","A2",1,"A",2,"succ",1,"kb","0","a",10.7425,0.149,0.073
"219","A2",1,"A",2,"succ",1,"kb","0","a",10.9925,0.155,0.079
"220","A2",1,"A",2,"succ",1,"kb","0","a",11.2425,0.16,0.084
"221","A2",1,"A",2,"succ",1,"kb","0","a",11.4925,0.167,0.091
"222","A2",1,"A",2,"succ",1,"kb","0","a",11.7425,0.173,0.097
"223","A2",1,"A",2,"succ",1,"kb","0","a",11.9925,0.18,0.104
"224","A2",1,"A",2,"succ",1,"kb","0","a",12.2425,0.187,0.111
"225","A2",1,"A",2,"succ",1,"kb","0","a",12.4925,0.196,0.12
"226","A2",1,"A",2,"succ",1,"kb","0","a",12.7425,0.204,0.128
"227","A2",1,"A",2,"succ",1,"kb","0","a",12.9925,0.213,0.137
"228","A2",1,"A",2,"succ",1,"kb","0","a",13.2425,0.222,0.146
"229","A2",1,"A",2,"succ",1,"kb","0","a",13.4925,0.233,0.157
"230","A2",1,"A",2,"succ",1,"kb","0","a",13.7425,0.243,0.167
"231","A2",1,"A",2,"succ",1,"kb","0","a",13.9925,0.257,0.181
"232","A2",1,"A",2,"succ",1,"kb","0","a",14.2425,0.27,0.194
"233","A2",1,"A",2,"succ",1,"kb","0","a",14.4925,0.285,0.209
"234","A2",1,"A",2,"succ",1,"kb","0","a",14.7425,0.303,0.227
"235","A2",1,"A",2,"succ",1,"kb","0","a",14.9925,0.318,0.242
"236","A2",1,"A",2,"succ",1,"kb","0","a",15.2425,0.332,0.256
"237","A2",1,"A",2,"succ",1,"kb","0","a",15.4925,0.35,0.274
"238","A2",1,"A",2,"succ",1,"kb","0","a",15.7425,0.374,0.298
"239","A2",1,"A",2,"succ",1,"kb","0","a",15.9925,0.403,0.327
"240","A2",1,"A",2,"succ",1,"kb","0","a",16.2425,0.426,0.35
"241","A2",1,"A",2,"succ",1,"kb","0","a",16.4925,0.447,0.371
"242","A2",1,"A",2,"succ",1,"kb","0","a",16.7425,0.473,0.397
"243","A2",1,"A",2,"succ",1,"kb","0","a",16.9925,0.484,0.408
"244","A2",1,"A",2,"succ",1,"kb","0","a",17.2425,0.479,0.403
"245","A2",1,"A",2,"succ",1,"kb","0","a",17.4925,0.472,0.396
"246","A2",1,"A",2,"succ",1,"kb","0","a",17.7425,0.467,0.391
"247","A2",1,"A",2,"succ",1,"kb","0","a",17.9925,0.461,0.385
"248","A2",1,"A",2,"succ",1,"kb","0","a",18.2425,0.458,0.382
"249","A2",1,"A",2,"succ",1,"kb","0","a",18.4925,0.455,0.379
"250","A2",1,"A",2,"succ",1,"kb","0","a",18.7425,0.452,0.376
"251","A2",1,"A",2,"succ",1,"kb","0","a",18.9925,0.45,0.374
"252","A2",1,"A",2,"succ",1,"kb","0","a",19.2425,0.447,0.371
"253","A2",1,"A",2,"succ",1,"kb","0","a",19.4925,0.445,0.369
"254","A2",1,"A",2,"succ",1,"kb","0","a",19.7425,0.443,0.367
"255","A2",1,"A",2,"succ",1,"kb","0","a",19.9925,0.441,0.365
"256","A2",1,"A",2,"succ",1,"kb","0","a",20.2425,0.439,0.363
"257","A2",1,"A",2,"succ",1,"kb","0","a",20.4925,0.438,0.362
"258","A2",1,"A",2,"succ",1,"kb","0","a",20.7425,0.436,0.36
"259","A2",1,"A",2,"succ",1,"kb","0","a",20.9925,0.435,0.359
"260","A2",1,"A",2,"succ",1,"kb","0","a",21.2425,0.433,0.357
"261","A2",1,"A",2,"succ",1,"kb","0","a",21.4925,0.432,0.356
"262","A2",1,"A",2,"succ",1,"kb","0","a",21.7425,0.43,0.354
"263","A2",1,"A",2,"succ",1,"kb","0","a",21.9925,0.429,0.353
"264","A2",1,"A",2,"succ",1,"kb","0","a",22.2425,0.427,0.351
"265","A2",1,"A",2,"succ",1,"kb","0","a",22.4925,0.427,0.351
"266","A2",1,"A",2,"succ",1,"kb","0","a",22.7425,0.425,0.349
"267","A2",1,"A",2,"succ",1,"kb","0","a",22.9925,0.424,0.348
"268","A2",1,"A",2,"succ",1,"kb","0","a",23.2425,0.423,0.347
"269","A2",1,"A",2,"succ",1,"kb","0","a",23.4925,0.422,0.346
"270","A2",1,"A",2,"succ",1,"kb","0","a",23.7425,0.421,0.345
"271","A2",1,"A",2,"succ",1,"kb","0","a",23.9925,0.42,0.344
"272","A2",1,"A",2,"succ",1,"kb","0","a",24.2425,0.419,0.343
"273","A2",1,"A",2,"succ",1,"kb","0","a",24.4925,0.418,0.342
"274","A2",1,"A",2,"succ",1,"kb","0","a",24.7425,0.417,0.341
"275","A2",1,"A",2,"succ",1,"kb","0","a",24.9925,0.416,0.34
"276","A2",1,"A",2,"succ",1,"kb","0","a",25.2425,0.415,0.339
"277","A2",1,"A",2,"succ",1,"kb","0","a",25.4925,0.414,0.338
"278","A2",1,"A",2,"succ",1,"kb","0","a",25.7425,0.413,0.337
"279","A2",1,"A",2,"succ",1,"kb","0","a",25.9925,0.412,0.336
"280","A2",1,"A",2,"succ",1,"kb","0","a",26.2425,0.411,0.335
"281","A2",1,"A",2,"succ",1,"kb","0","a",26.4925,0.411,0.335
"282","A2",1,"A",2,"succ",1,"kb","0","a",26.7425,0.41,0.334
"283","A2",1,"A",2,"succ",1,"kb","0","a",26.9925,0.409,0.333
"284","A2",1,"A",2,"succ",1,"kb","0","a",27.2425,0.408,0.332
"285","A2",1,"A",2,"succ",1,"kb","0","a",27.4925,0.407,0.331
"286","A2",1,"A",2,"succ",1,"kb","0","a",27.7425,0.407,0.331
"287","A2",1,"A",2,"succ",1,"kb","0","a",27.9925,0.406,0.33
"288","A2",1,"A",2,"succ",1,"kb","0","a",28.2425,0.406,0.33
"289","A2",1,"A",2,"succ",1,"kb","0","a",28.4925,0.405,0.329
"290","A2",1,"A",2,"succ",1,"kb","0","a",28.7425,0.405,0.329
"291","A2",1,"A",2,"succ",1,"kb","0","a",28.9925,0.405,0.329
"292","A2",1,"A",2,"succ",1,"kb","0","a",29.2425,0.404,0.328
"293","A2",1,"A",2,"succ",1,"kb","0","a",29.4925,0.402,0.326
"294","A2",1,"A",2,"succ",1,"kb","0","a",29.7425,0.402,0.326
"295","A2",1,"A",2,"succ",1,"kb","0","a",29.9925,0.401,0.325
"296","A2",1,"A",2,"succ",1,"kb","0","a",30.2425,0.401,0.325
"297","A2",1,"A",2,"succ",1,"kb","0","a",30.4925,0.401,0.325
"298","A2",1,"A",2,"succ",1,"kb","0","a",30.7425,0.4,0.324
"299","A2",1,"A",2,"succ",1,"kb","0","a",30.9925,0.399,0.323
"300","A2",1,"A",2,"succ",1,"kb","0","a",31.2425,0.399,0.323
"301","A2",1,"A",2,"succ",1,"kb","0","a",31.4925,0.398,0.322
"302","A2",1,"A",2,"succ",1,"kb","0","a",31.7425,0.398,0.322
"303","A2",1,"A",2,"succ",1,"kb","0","a",31.9925,0.398,0.322
"304","A2",1,"A",2,"succ",1,"kb","0","a",32.2425,0.398,0.322
"305","A2",1,"A",2,"succ",1,"kb","0","a",32.4925,0.397,0.321
"306","A2",1,"A",2,"succ",1,"kb","0","a",32.7425,0.397,0.321
"307","A2",1,"A",2,"succ",1,"kb","0","a",32.9925,0.396,0.32
"308","A2",1,"A",2,"succ",1,"kb","0","a",33.2425,0.396,0.32
"309","A2",1,"A",2,"succ",1,"kb","0","a",33.4925,0.395,0.319
"310","A2",1,"A",2,"succ",1,"kb","0","a",33.7425,0.395,0.319
"311","A2",1,"A",2,"succ",1,"kb","0","a",33.9925,0.395,0.319
"312","A2",1,"A",2,"succ",1,"kb","0","a",34.2425,0.394,0.318
"313","A2",1,"A",2,"succ",1,"kb","0","a",34.4925,0.393,0.317
"314","A2",1,"A",2,"succ",1,"kb","0","a",34.7425,0.393,0.317
"315","A2",1,"A",2,"succ",1,"kb","0","a",34.9925,0.393,0.317
"316","A2",1,"A",2,"succ",1,"kb","0","a",35.2425,0.392,0.316
"317","A2",1,"A",2,"succ",1,"kb","0","a",35.4925,0.393,0.317
"318","A2",1,"A",2,"succ",1,"kb","0","a",35.7425,0.392,0.316
"319","A2",1,"A",2,"succ",1,"kb","0","a",35.9925,0.392,0.316
"320","A2",1,"A",2,"succ",1,"kb","0","a",36.2425,0.392,0.316
"321","A2",1,"A",2,"succ",1,"kb","0","a",36.4925,0.391,0.315
"322","A2",1,"A",2,"succ",1,"kb","0","a",36.7425,0.391,0.315
"323","A2",1,"A",2,"succ",1,"kb","0","a",36.9925,0.391,0.315
"324","A2",1,"A",2,"succ",1,"kb","0","a",37.2425,0.39,0.314
"325","A2",1,"A",2,"succ",1,"kb","0","a",37.4925,0.39,0.314
"326","A2",1,"A",2,"succ",1,"kb","0","a",37.7425,0.389,0.313
"327","A2",1,"A",2,"succ",1,"kb","0","a",37.9925,0.39,0.314
"328","A2",1,"A",2,"succ",1,"kb","0","a",38.2425,0.389,0.313
"329","A2",1,"A",2,"succ",1,"kb","0","a",38.4925,0.39,0.314
"330","A2",1,"A",2,"succ",1,"kb","0","a",38.7425,0.389,0.313
"331","A2",1,"A",2,"succ",1,"kb","0","a",38.9925,0.388,0.312
"332","A2",1,"A",2,"succ",1,"kb","0","a",39.2425,0.389,0.313
"333","A2",1,"A",2,"succ",1,"kb","0","a",39.4925,0.388,0.312
"334","A2",1,"A",2,"succ",1,"kb","0","a",39.7425,0.388,0.312
"335","A2",1,"A",2,"succ",1,"kb","0","a",39.9925,0.387,0.311
"336","A2",1,"A",2,"succ",1,"kb","0","a",40.2425,0.387,0.311
"337","A2",1,"A",2,"succ",1,"kb","0","a",40.4925,0.388,0.312
"338","A2",1,"A",2,"succ",1,"kb","0","a",40.7425,0.387,0.311
"339","A2",1,"A",2,"succ",1,"kb","0","a",40.9925,0.387,0.311
"340","A2",1,"A",2,"succ",1,"kb","0","a",41.2425,0.387,0.311
